center dash cam image,left dash cam image,right dash cam image,steering angle,throttle,brake,vehicle speed
IMG/center_2020_03_01_05_06_49_319.jpg,IMG/left_2020_03_01_05_06_49_319.jpg,IMG/right_2020_03_01_05_06_49_319.jpg,0,0.2607486,0,13.11427
IMG/center_2020_03_01_05_06_49_387.jpg,IMG/left_2020_03_01_05_06_49_387.jpg,IMG/right_2020_03_01_05_06_49_387.jpg,0,0.07202733,0,13.52042
IMG/center_2020_03_01_05_06_49_461.jpg,IMG/left_2020_03_01_05_06_49_461.jpg,IMG/right_2020_03_01_05_06_49_461.jpg,0,0,0,13.46217
IMG/center_2020_03_01_05_06_49_528.jpg,IMG/left_2020_03_01_05_06_49_528.jpg,IMG/right_2020_03_01_05_06_49_528.jpg,0,0,0,12.95955
IMG/center_2020_03_01_05_06_49_598.jpg,IMG/left_2020_03_01_05_06_49_598.jpg,IMG/right_2020_03_01_05_06_49_598.jpg,0,0,0,12.77152
IMG/center_2020_03_01_05_06_49_665.jpg,IMG/left_2020_03_01_05_06_49_665.jpg,IMG/right_2020_03_01_05_06_49_665.jpg,0,0,0,13.17381
IMG/center_2020_03_01_05_06_49_735.jpg,IMG/left_2020_03_01_05_06_49_735.jpg,IMG/right_2020_03_01_05_06_49_735.jpg,0,0,0,13.07882
IMG/center_2020_03_01_05_06_49_802.jpg,IMG/left_2020_03_01_05_06_49_802.jpg,IMG/right_2020_03_01_05_06_49_802.jpg,0,0.01494312,0,12.43059
IMG/center_2020_03_01_05_06_49_870.jpg,IMG/left_2020_03_01_05_06_49_870.jpg,IMG/right_2020_03_01_05_06_49_870.jpg,0,0.1879681,0,12.95575
IMG/center_2020_03_01_05_06_49_945.jpg,IMG/left_2020_03_01_05_06_49_945.jpg,IMG/right_2020_03_01_05_06_49_945.jpg,0,0.2962443,0,13.04398
IMG/center_2020_03_01_05_06_50_014.jpg,IMG/left_2020_03_01_05_06_50_014.jpg,IMG/right_2020_03_01_05_06_50_014.jpg,0,0.08756733,0,13.18991
IMG/center_2020_03_01_05_06_50_085.jpg,IMG/left_2020_03_01_05_06_50_085.jpg,IMG/right_2020_03_01_05_06_50_085.jpg,0,0,0,12.86152
IMG/center_2020_03_01_05_06_50_154.jpg,IMG/left_2020_03_01_05_06_50_154.jpg,IMG/right_2020_03_01_05_06_50_154.jpg,0,0.1156772,0,12.77387
IMG/center_2020_03_01_05_06_50_224.jpg,IMG/left_2020_03_01_05_06_50_224.jpg,IMG/right_2020_03_01_05_06_50_224.jpg,0,0.3055022,0,13.06062
IMG/center_2020_03_01_05_06_50_294.jpg,IMG/left_2020_03_01_05_06_50_294.jpg,IMG/right_2020_03_01_05_06_50_294.jpg,0,0.1165055,0,13.17509
IMG/center_2020_03_01_05_06_50_364.jpg,IMG/left_2020_03_01_05_06_50_364.jpg,IMG/right_2020_03_01_05_06_50_364.jpg,0,0,0,12.92109
IMG/center_2020_03_01_05_06_50_445.jpg,IMG/left_2020_03_01_05_06_50_445.jpg,IMG/right_2020_03_01_05_06_50_445.jpg,0,0.139668,0,12.74309
IMG/center_2020_03_01_05_06_50_516.jpg,IMG/left_2020_03_01_05_06_50_516.jpg,IMG/right_2020_03_01_05_06_50_516.jpg,0,0.02712893,0,12.81888
IMG/center_2020_03_01_05_06_50_586.jpg,IMG/left_2020_03_01_05_06_50_586.jpg,IMG/right_2020_03_01_05_06_50_586.jpg,0,0,0,12.9327
IMG/center_2020_03_01_05_06_50_654.jpg,IMG/left_2020_03_01_05_06_50_654.jpg,IMG/right_2020_03_01_05_06_50_654.jpg,0,0,0,12.82782
IMG/center_2020_03_01_05_06_50_722.jpg,IMG/left_2020_03_01_05_06_50_722.jpg,IMG/right_2020_03_01_05_06_50_722.jpg,0,0,0,12.62834
IMG/center_2020_03_01_05_06_50_791.jpg,IMG/left_2020_03_01_05_06_50_791.jpg,IMG/right_2020_03_01_05_06_50_791.jpg,0,0,0,12.70213
IMG/center_2020_03_01_05_06_50_863.jpg,IMG/left_2020_03_01_05_06_50_863.jpg,IMG/right_2020_03_01_05_06_50_863.jpg,0,0,0,12.58882
IMG/center_2020_03_01_05_06_50_931.jpg,IMG/left_2020_03_01_05_06_50_931.jpg,IMG/right_2020_03_01_05_06_50_931.jpg,0,0.1366678,0,12.28966
IMG/center_2020_03_01_05_06_51_001.jpg,IMG/left_2020_03_01_05_06_51_001.jpg,IMG/right_2020_03_01_05_06_51_001.jpg,0,0.3790891,0,12.4334
IMG/center_2020_03_01_05_06_51_070.jpg,IMG/left_2020_03_01_05_06_51_070.jpg,IMG/right_2020_03_01_05_06_51_070.jpg,0,0.3107221,0,13.04903
IMG/center_2020_03_01_05_06_51_143.jpg,IMG/left_2020_03_01_05_06_51_143.jpg,IMG/right_2020_03_01_05_06_51_143.jpg,0,0.064623,0,13.05613
IMG/center_2020_03_01_05_06_51_213.jpg,IMG/left_2020_03_01_05_06_51_213.jpg,IMG/right_2020_03_01_05_06_51_213.jpg,0,0.1045861,0,12.92539
IMG/center_2020_03_01_05_06_51_284.jpg,IMG/left_2020_03_01_05_06_51_284.jpg,IMG/right_2020_03_01_05_06_51_284.jpg,0,0.1533451,0,12.86051
IMG/center_2020_03_01_05_06_51_358.jpg,IMG/left_2020_03_01_05_06_51_358.jpg,IMG/right_2020_03_01_05_06_51_358.jpg,0,0,0,12.81125
IMG/center_2020_03_01_05_06_51_430.jpg,IMG/left_2020_03_01_05_06_51_430.jpg,IMG/right_2020_03_01_05_06_51_430.jpg,0,0,0,12.89912
IMG/center_2020_03_01_05_06_51_501.jpg,IMG/left_2020_03_01_05_06_51_501.jpg,IMG/right_2020_03_01_05_06_51_501.jpg,0,0,0,12.76953
IMG/center_2020_03_01_05_06_51_575.jpg,IMG/left_2020_03_01_05_06_51_575.jpg,IMG/right_2020_03_01_05_06_51_575.jpg,0,0,0,12.6935
IMG/center_2020_03_01_05_06_51_646.jpg,IMG/left_2020_03_01_05_06_51_646.jpg,IMG/right_2020_03_01_05_06_51_646.jpg,0,0,0,12.29061
IMG/center_2020_03_01_05_06_51_719.jpg,IMG/left_2020_03_01_05_06_51_719.jpg,IMG/right_2020_03_01_05_06_51_719.jpg,0.05,0,0,12.18189
IMG/center_2020_03_01_05_06_51_786.jpg,IMG/left_2020_03_01_05_06_51_786.jpg,IMG/right_2020_03_01_05_06_51_786.jpg,0.2,0.1499308,0,12.40533
IMG/center_2020_03_01_05_06_51_859.jpg,IMG/left_2020_03_01_05_06_51_859.jpg,IMG/right_2020_03_01_05_06_51_859.jpg,0,0.1307402,0,12.53422
IMG/center_2020_03_01_05_06_51_931.jpg,IMG/left_2020_03_01_05_06_51_931.jpg,IMG/right_2020_03_01_05_06_51_931.jpg,0,0,0,12.31618
IMG/center_2020_03_01_05_06_52_002.jpg,IMG/left_2020_03_01_05_06_52_002.jpg,IMG/right_2020_03_01_05_06_52_002.jpg,0,0,0,12.171
IMG/center_2020_03_01_05_06_52_074.jpg,IMG/left_2020_03_01_05_06_52_074.jpg,IMG/right_2020_03_01_05_06_52_074.jpg,0,0,0,12.12117
IMG/center_2020_03_01_05_06_52_146.jpg,IMG/left_2020_03_01_05_06_52_146.jpg,IMG/right_2020_03_01_05_06_52_146.jpg,0,0,0,12.17589
IMG/center_2020_03_01_05_06_52_216.jpg,IMG/left_2020_03_01_05_06_52_216.jpg,IMG/right_2020_03_01_05_06_52_216.jpg,0,0.03561616,0,12.12144
IMG/center_2020_03_01_05_06_52_286.jpg,IMG/left_2020_03_01_05_06_52_286.jpg,IMG/right_2020_03_01_05_06_52_286.jpg,0,0.2314171,0,11.89725
IMG/center_2020_03_01_05_06_52_358.jpg,IMG/left_2020_03_01_05_06_52_358.jpg,IMG/right_2020_03_01_05_06_52_358.jpg,0,0.3612238,0,12.23197
IMG/center_2020_03_01_05_06_52_429.jpg,IMG/left_2020_03_01_05_06_52_429.jpg,IMG/right_2020_03_01_05_06_52_429.jpg,0,0.187785,0,12.4322
IMG/center_2020_03_01_05_06_52_496.jpg,IMG/left_2020_03_01_05_06_52_496.jpg,IMG/right_2020_03_01_05_06_52_496.jpg,0,0,0,12.48073
IMG/center_2020_03_01_05_06_52_563.jpg,IMG/left_2020_03_01_05_06_52_563.jpg,IMG/right_2020_03_01_05_06_52_563.jpg,0,0.151263,0,12.18013
IMG/center_2020_03_01_05_06_52_681.jpg,IMG/left_2020_03_01_05_06_52_681.jpg,IMG/right_2020_03_01_05_06_52_681.jpg,0.2,0.460683,0,12.78197
IMG/center_2020_03_01_05_06_52_728.jpg,IMG/left_2020_03_01_05_06_52_728.jpg,IMG/right_2020_03_01_05_06_52_728.jpg,0,0.6277142,0,13.02838
IMG/center_2020_03_01_05_06_52_800.jpg,IMG/left_2020_03_01_05_06_52_800.jpg,IMG/right_2020_03_01_05_06_52_800.jpg,0,0.4851662,0,13.37611
IMG/center_2020_03_01_05_06_52_869.jpg,IMG/left_2020_03_01_05_06_52_869.jpg,IMG/right_2020_03_01_05_06_52_869.jpg,0,0.3091203,0,13.78412
IMG/center_2020_03_01_05_06_52_944.jpg,IMG/left_2020_03_01_05_06_52_944.jpg,IMG/right_2020_03_01_05_06_52_944.jpg,0.05,0.081159,0,13.87215
IMG/center_2020_03_01_05_06_53_012.jpg,IMG/left_2020_03_01_05_06_53_012.jpg,IMG/right_2020_03_01_05_06_53_012.jpg,0.2,0.107877,0,13.52342
IMG/center_2020_03_01_05_06_53_080.jpg,IMG/left_2020_03_01_05_06_53_080.jpg,IMG/right_2020_03_01_05_06_53_080.jpg,0.4,0.3413401,0,13.56678
IMG/center_2020_03_01_05_06_53_151.jpg,IMG/left_2020_03_01_05_06_53_151.jpg,IMG/right_2020_03_01_05_06_53_151.jpg,0.5500001,0.5239681,0,13.40403
IMG/center_2020_03_01_05_06_53_223.jpg,IMG/left_2020_03_01_05_06_53_223.jpg,IMG/right_2020_03_01_05_06_53_223.jpg,0.7500002,0.706923,0,13.80298
IMG/center_2020_03_01_05_06_53_295.jpg,IMG/left_2020_03_01_05_06_53_295.jpg,IMG/right_2020_03_01_05_06_53_295.jpg,0,0.4744653,0,14.07269
IMG/center_2020_03_01_05_06_53_364.jpg,IMG/left_2020_03_01_05_06_53_364.jpg,IMG/right_2020_03_01_05_06_53_364.jpg,0,0.2983711,0,14.25078
IMG/center_2020_03_01_05_06_53_437.jpg,IMG/left_2020_03_01_05_06_53_437.jpg,IMG/right_2020_03_01_05_06_53_437.jpg,0,0.04929614,0,13.43163
IMG/center_2020_03_01_05_06_53_505.jpg,IMG/left_2020_03_01_05_06_53_505.jpg,IMG/right_2020_03_01_05_06_53_505.jpg,0,0,0,13.08451
IMG/center_2020_03_01_05_06_53_574.jpg,IMG/left_2020_03_01_05_06_53_574.jpg,IMG/right_2020_03_01_05_06_53_574.jpg,0,0,0,12.52322
IMG/center_2020_03_01_05_06_53_645.jpg,IMG/left_2020_03_01_05_06_53_645.jpg,IMG/right_2020_03_01_05_06_53_645.jpg,0.15,0.1268581,0,12.26918
IMG/center_2020_03_01_05_06_53_716.jpg,IMG/left_2020_03_01_05_06_53_716.jpg,IMG/right_2020_03_01_05_06_53_716.jpg,0.35,0.356457,0,12.06455
IMG/center_2020_03_01_05_06_53_783.jpg,IMG/left_2020_03_01_05_06_53_783.jpg,IMG/right_2020_03_01_05_06_53_783.jpg,0.5000001,0.4632483,0,11.41203
IMG/center_2020_03_01_05_06_53_855.jpg,IMG/left_2020_03_01_05_06_53_855.jpg,IMG/right_2020_03_01_05_06_53_855.jpg,0.7,0.2292184,0,11.04662
IMG/center_2020_03_01_05_06_53_923.jpg,IMG/left_2020_03_01_05_06_53_923.jpg,IMG/right_2020_03_01_05_06_53_923.jpg,0.8500001,0.05160928,0,10.47005
IMG/center_2020_03_01_05_06_53_991.jpg,IMG/left_2020_03_01_05_06_53_991.jpg,IMG/right_2020_03_01_05_06_53_991.jpg,1,0,0,9.863881
IMG/center_2020_03_01_05_06_54_062.jpg,IMG/left_2020_03_01_05_06_54_062.jpg,IMG/right_2020_03_01_05_06_54_062.jpg,0,0,0,9.30976
IMG/center_2020_03_01_05_06_54_133.jpg,IMG/left_2020_03_01_05_06_54_133.jpg,IMG/right_2020_03_01_05_06_54_133.jpg,0,0,0,8.825922
IMG/center_2020_03_01_05_06_54_200.jpg,IMG/left_2020_03_01_05_06_54_200.jpg,IMG/right_2020_03_01_05_06_54_200.jpg,0.15,0.07452571,0,8.340947
IMG/center_2020_03_01_05_06_54_272.jpg,IMG/left_2020_03_01_05_06_54_272.jpg,IMG/right_2020_03_01_05_06_54_272.jpg,0.3,0,0,8.021629
IMG/center_2020_03_01_05_06_54_341.jpg,IMG/left_2020_03_01_05_06_54_341.jpg,IMG/right_2020_03_01_05_06_54_341.jpg,0.5000001,0.226122,0,7.593885
IMG/center_2020_03_01_05_06_54_412.jpg,IMG/left_2020_03_01_05_06_54_412.jpg,IMG/right_2020_03_01_05_06_54_412.jpg,0.6500001,0.3974218,0,7.358033
IMG/center_2020_03_01_05_06_54_480.jpg,IMG/left_2020_03_01_05_06_54_480.jpg,IMG/right_2020_03_01_05_06_54_480.jpg,0.8500001,0.655455,0,7.378796
IMG/center_2020_03_01_05_06_54_550.jpg,IMG/left_2020_03_01_05_06_54_550.jpg,IMG/right_2020_03_01_05_06_54_550.jpg,1,0.8318009,0,7.408593
IMG/center_2020_03_01_05_06_54_619.jpg,IMG/left_2020_03_01_05_06_54_619.jpg,IMG/right_2020_03_01_05_06_54_619.jpg,1,1,0,7.645463
IMG/center_2020_03_01_05_06_54_689.jpg,IMG/left_2020_03_01_05_06_54_689.jpg,IMG/right_2020_03_01_05_06_54_689.jpg,1,1,0,7.795081
IMG/center_2020_03_01_05_06_54_758.jpg,IMG/left_2020_03_01_05_06_54_758.jpg,IMG/right_2020_03_01_05_06_54_758.jpg,1,1,0,7.86823
IMG/center_2020_03_01_05_06_54_824.jpg,IMG/left_2020_03_01_05_06_54_824.jpg,IMG/right_2020_03_01_05_06_54_824.jpg,0,0.9612339,0,7.948949
IMG/center_2020_03_01_05_06_54_898.jpg,IMG/left_2020_03_01_05_06_54_898.jpg,IMG/right_2020_03_01_05_06_54_898.jpg,0,1,0,8.288059
IMG/center_2020_03_01_05_06_54_978.jpg,IMG/left_2020_03_01_05_06_54_978.jpg,IMG/right_2020_03_01_05_06_54_978.jpg,0,1,0,8.732906
IMG/center_2020_03_01_05_06_55_048.jpg,IMG/left_2020_03_01_05_06_55_048.jpg,IMG/right_2020_03_01_05_06_55_048.jpg,0,1,0,9.081017
IMG/center_2020_03_01_05_06_55_122.jpg,IMG/left_2020_03_01_05_06_55_122.jpg,IMG/right_2020_03_01_05_06_55_122.jpg,0,1,0,9.646198
IMG/center_2020_03_01_05_06_55_195.jpg,IMG/left_2020_03_01_05_06_55_195.jpg,IMG/right_2020_03_01_05_06_55_195.jpg,0.2,1,0,10.09141
IMG/center_2020_03_01_05_06_55_266.jpg,IMG/left_2020_03_01_05_06_55_266.jpg,IMG/right_2020_03_01_05_06_55_266.jpg,0.35,1,0,10.37861
IMG/center_2020_03_01_05_06_55_335.jpg,IMG/left_2020_03_01_05_06_55_335.jpg,IMG/right_2020_03_01_05_06_55_335.jpg,0.5500001,1,0,10.7101
IMG/center_2020_03_01_05_06_55_407.jpg,IMG/left_2020_03_01_05_06_55_407.jpg,IMG/right_2020_03_01_05_06_55_407.jpg,0,1,0,10.96377
IMG/center_2020_03_01_05_06_55_479.jpg,IMG/left_2020_03_01_05_06_55_479.jpg,IMG/right_2020_03_01_05_06_55_479.jpg,0,1,0,11.50055
IMG/center_2020_03_01_05_06_55_545.jpg,IMG/left_2020_03_01_05_06_55_545.jpg,IMG/right_2020_03_01_05_06_55_545.jpg,0,0.8267139,0,11.53541
IMG/center_2020_03_01_05_06_55_614.jpg,IMG/left_2020_03_01_05_06_55_614.jpg,IMG/right_2020_03_01_05_06_55_614.jpg,0,0.592993,0,11.83602
IMG/center_2020_03_01_05_06_55_681.jpg,IMG/left_2020_03_01_05_06_55_681.jpg,IMG/right_2020_03_01_05_06_55_681.jpg,0,0.4040951,0,11.98073
IMG/center_2020_03_01_05_06_55_749.jpg,IMG/left_2020_03_01_05_06_55_749.jpg,IMG/right_2020_03_01_05_06_55_749.jpg,0,0.2363168,0,11.92076
IMG/center_2020_03_01_05_06_55_823.jpg,IMG/left_2020_03_01_05_06_55_823.jpg,IMG/right_2020_03_01_05_06_55_823.jpg,0,0.05586386,0,11.54627
IMG/center_2020_03_01_05_06_55_893.jpg,IMG/left_2020_03_01_05_06_55_893.jpg,IMG/right_2020_03_01_05_06_55_893.jpg,0,0.2876979,0,11.13696
IMG/center_2020_03_01_05_06_55_961.jpg,IMG/left_2020_03_01_05_06_55_961.jpg,IMG/right_2020_03_01_05_06_55_961.jpg,0,0.4911127,0,11.062
IMG/center_2020_03_01_05_06_56_028.jpg,IMG/left_2020_03_01_05_06_56_028.jpg,IMG/right_2020_03_01_05_06_56_028.jpg,0,0.4565169,0,11.03206
IMG/center_2020_03_01_05_06_56_098.jpg,IMG/left_2020_03_01_05_06_56_098.jpg,IMG/right_2020_03_01_05_06_56_098.jpg,0,0.2226729,0,10.81924
IMG/center_2020_03_01_05_06_56_171.jpg,IMG/left_2020_03_01_05_06_56_171.jpg,IMG/right_2020_03_01_05_06_56_171.jpg,0,0.2399739,0,10.55121
IMG/center_2020_03_01_05_06_56_240.jpg,IMG/left_2020_03_01_05_06_56_240.jpg,IMG/right_2020_03_01_05_06_56_240.jpg,0,0.4683547,0,10.26667
IMG/center_2020_03_01_05_06_56_310.jpg,IMG/left_2020_03_01_05_06_56_310.jpg,IMG/right_2020_03_01_05_06_56_310.jpg,0,0.6590919,0,10.21018
IMG/center_2020_03_01_05_06_56_378.jpg,IMG/left_2020_03_01_05_06_56_378.jpg,IMG/right_2020_03_01_05_06_56_378.jpg,0,0.4659818,0,10.33604
IMG/center_2020_03_01_05_06_56_448.jpg,IMG/left_2020_03_01_05_06_56_448.jpg,IMG/right_2020_03_01_05_06_56_448.jpg,0,0.2886699,0,10.17177
IMG/center_2020_03_01_05_06_56_515.jpg,IMG/left_2020_03_01_05_06_56_515.jpg,IMG/right_2020_03_01_05_06_56_515.jpg,-0.2,0.05336511,0,9.899819
IMG/center_2020_03_01_05_06_56_586.jpg,IMG/left_2020_03_01_05_06_56_586.jpg,IMG/right_2020_03_01_05_06_56_586.jpg,-0.35,0,0,9.564932
IMG/center_2020_03_01_05_06_56_658.jpg,IMG/left_2020_03_01_05_06_56_658.jpg,IMG/right_2020_03_01_05_06_56_658.jpg,0,0,0,9.134333
IMG/center_2020_03_01_05_06_56_730.jpg,IMG/left_2020_03_01_05_06_56_730.jpg,IMG/right_2020_03_01_05_06_56_730.jpg,-0.1,0,0,8.845211
IMG/center_2020_03_01_05_06_56_801.jpg,IMG/left_2020_03_01_05_06_56_801.jpg,IMG/right_2020_03_01_05_06_56_801.jpg,-0.3,0,0,8.42359
IMG/center_2020_03_01_05_06_56_871.jpg,IMG/left_2020_03_01_05_06_56_871.jpg,IMG/right_2020_03_01_05_06_56_871.jpg,-0.45,0.1391369,0,8.14368
IMG/center_2020_03_01_05_06_56_941.jpg,IMG/left_2020_03_01_05_06_56_941.jpg,IMG/right_2020_03_01_05_06_56_941.jpg,0,0.399195,0,7.951494
IMG/center_2020_03_01_05_06_57_010.jpg,IMG/left_2020_03_01_05_06_57_010.jpg,IMG/right_2020_03_01_05_06_57_010.jpg,0,0.5672157,0,7.955584
IMG/center_2020_03_01_05_06_57_077.jpg,IMG/left_2020_03_01_05_06_57_077.jpg,IMG/right_2020_03_01_05_06_57_077.jpg,-0.15,0.51639,0,8.082994
IMG/center_2020_03_01_05_06_57_147.jpg,IMG/left_2020_03_01_05_06_57_147.jpg,IMG/right_2020_03_01_05_06_57_147.jpg,-0.3,0.3489,0,8.036649
IMG/center_2020_03_01_05_06_57_215.jpg,IMG/left_2020_03_01_05_06_57_215.jpg,IMG/right_2020_03_01_05_06_57_215.jpg,-0.5000001,0.1032869,0,7.748811
IMG/center_2020_03_01_05_06_57_285.jpg,IMG/left_2020_03_01_05_06_57_285.jpg,IMG/right_2020_03_01_05_06_57_285.jpg,0,0,0,7.41519
IMG/center_2020_03_01_05_06_57_352.jpg,IMG/left_2020_03_01_05_06_57_352.jpg,IMG/right_2020_03_01_05_06_57_352.jpg,0,0,0,7.156542
IMG/center_2020_03_01_05_06_57_420.jpg,IMG/left_2020_03_01_05_06_57_420.jpg,IMG/right_2020_03_01_05_06_57_420.jpg,-0.2,0,0,6.82712
